"Code","Name","TableCode","TS_code","TableName21","CategoryCode11"
"NM_2062_1_3","Terraced","NM_2062_1","TS044","Accommodation type",5
"NM_2062_1_4","In a purpose-built block of flats or tenement","NM_2062_1","TS044","Accommodation type",7
"NM_2062_1_5","Part of a converted or shared house, including bedsits","NM_2062_1","TS044","Accommodation type",8
"NM_2062_1_7","In a commercial building, for example, in an office building, hotel or over a shop","NM_2062_1","TS044","Accommodation type",9
"NM_2062_1_8","A caravan or other mobile or temporary structure","NM_2062_1","TS044","Accommodation type",10
"NM_1549_1_0","All categories: Accommodation type","NM_1549_1","TS044","Accommodation type",0
"NM_1549_1_3","Unshared dwelling: Whole house or bungalow: Detached","NM_1549_1","TS044","Accommodation type",3
"NM_1549_1_4","Unshared dwelling: Whole house or bungalow: Semi-detached","NM_1549_1","TS044","Accommodation type",4
"NM_1549_1_5","Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)","NM_1549_1","TS044","Accommodation type",5
"NM_1549_1_7","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","NM_1549_1","TS044","Accommodation type",7
"NM_1549_1_8","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","NM_1549_1","TS044","Accommodation type",8
"NM_1549_1_9","Unshared dwelling: Flat, maisonette or apartment: In commercial building","NM_1549_1","TS044","Accommodation type",9
"NM_1549_1_10","Unshared dwelling: Caravan or other mobile or temporary structure","NM_1549_1","TS044","Accommodation type",10
"NM_2063_1_0","Total: All households","NM_2063_1","TS045","Car or van availability",0
"NM_2063_1_1","No cars or vans in household","NM_2063_1","TS045","Car or van availability",1
"NM_2063_1_2","1 car or van in household","NM_2063_1","TS045","Car or van availability",2
"NM_2063_1_3","2 cars or vans in household","NM_2063_1","TS045","Car or van availability",3
"NM_2063_1_4","3 or more cars or vans in household","NM_2063_1","TS045","Car or van availability",4
"NM_1508_1_0","All categories: Car or van availability","NM_1508_1","TS045","Car or van availability",0
"NM_1508_1_1","No cars or vans in household","NM_1508_1","TS045","Car or van availability",1
"NM_1508_1_2","1 car or van in household","NM_1508_1","TS045","Car or van availability",2
"NM_1508_1_3","2 cars or vans in household","NM_1508_1","TS045","Car or van availability",3
"NM_1508_1_4","3 cars or vans in household","NM_1508_1","TS045","Car or van availability",4
"NM_1508_1_5","4 or more cars or vans in household","NM_1508_1","TS045","Car or van availability",5
"NM_2064_1_0","Total: All households","NM_2064_1","TS046","Central heating",0
"NM_2064_1_1","No central heating","NM_2064_1","TS046","Central heating",1
"NM_2064_1_2","Mains gas only","NM_2064_1","TS046","Central heating",2
"NM_2064_1_4","Electric only","NM_2064_1","TS046","Central heating",3
"NM_2064_1_5","Oil only","NM_2064_1","TS046","Central heating",4
"NM_2064_1_6","Wood only","NM_2064_1","TS046","Central heating",5
"NM_2064_1_8","Renewable energy only","NM_2064_1","TS046","Central heating",6
"NM_2064_1_12","Two or more types of central heating (including renewable energy)","NM_2064_1","TS046","Central heating",7
"NM_1558_1_0","All categories: Type of central heating in household","NM_1558_1","TS046","Central heating",0
"NM_1558_1_1","No central heating","NM_1558_1","TS046","Central heating",1
"NM_1558_1_2","Gas central heating","NM_1558_1","TS046","Central heating",2
"NM_1558_1_3","Electric (including storage heaters) central heating","NM_1558_1","TS046","Central heating",3
"NM_1558_1_4","Oil central heating","NM_1558_1","TS046","Central heating",4
"NM_1558_1_5","Solid fuel (for example wood, coal) central heating","NM_1558_1","TS046","Central heating",5
"NM_1558_1_6","Other central heating","NM_1558_1","TS046","Central heating",6
"NM_1558_1_7","Two or more types of central heating","NM_1558_1","TS046","Central heating",7
"NM_2069_1_0","Total: All households","NM_2069_1","TS051","Number of rooms",0
"NM_2069_1_1","1 room","NM_2069_1","TS051","Number of rooms",1
"NM_2069_1_2","2 rooms","NM_2069_1","TS051","Number of rooms",2
"NM_2069_1_3","3 rooms","NM_2069_1","TS051","Number of rooms",3
"NM_2069_1_4","4 rooms","NM_2069_1","TS051","Number of rooms",4
"NM_1554_1_0","All categories: Number of rooms","NM_1554_1","TS051","Number of rooms",0
"NM_2069_1_5","5 rooms","NM_2069_1","TS051","Number of rooms",5
"NM_1554_1_1","1 room","NM_1554_1","TS051","Number of rooms",1
"NM_2069_1_6","6 rooms","NM_2069_1","TS051","Number of rooms",6
"NM_1554_1_2","2 rooms","NM_1554_1","TS051","Number of rooms",2
"NM_2069_1_7","7 rooms","NM_2069_1","TS051","Number of rooms",7
"NM_1554_1_3","3 rooms","NM_1554_1","TS051","Number of rooms",3
"NM_2069_1_8","8 rooms","NM_2069_1","TS051","Number of rooms",8
"NM_1554_1_4","4 rooms","NM_1554_1","TS051","Number of rooms",4
"NM_2069_1_9","9 or more rooms","NM_2069_1","TS051","Number of rooms",9
"NM_1554_1_5","5 rooms","NM_1554_1","TS051","Number of rooms",5
"NM_1554_1_6","6 rooms","NM_1554_1","TS051","Number of rooms",6
"NM_1554_1_7","7 rooms","NM_1554_1","TS051","Number of rooms",7
"NM_1554_1_8","8 rooms","NM_1554_1","TS051","Number of rooms",8
"NM_1554_1_9","9 or more rooms","NM_1554_1","TS051","Number of rooms",9
"NM_1555_1_0","All categories: Occupancy rating (rooms)","NM_1555_1","TS053","Occupancy rating for rooms",0
"NM_1555_1_1","Occupancy rating (rooms) of +2 or more","NM_1555_1","TS053","Occupancy rating for rooms",1
"NM_2071_1_0","Total: All households","NM_2071_1","TS053","Occupancy rating for rooms",0
"NM_1555_1_2","Occupancy rating (rooms) of +1","NM_1555_1","TS053","Occupancy rating for rooms",2
"NM_2071_1_1","Occupancy rating of rooms: +2 or more","NM_2071_1","TS053","Occupancy rating for rooms",1
"NM_1555_1_3","Occupancy rating (rooms) of 0","NM_1555_1","TS053","Occupancy rating for rooms",3
"NM_2071_1_2","Occupancy rating of rooms: +1","NM_2071_1","TS053","Occupancy rating for rooms",2
"NM_1555_1_4","Occupancy rating (rooms) of -1","NM_1555_1","TS053","Occupancy rating for rooms",4
"NM_2071_1_3","Occupancy rating of rooms: 0","NM_2071_1","TS053","Occupancy rating for rooms",3
"NM_1555_1_5","Occupancy rating (rooms) of -2 or less","NM_1555_1","TS053","Occupancy rating for rooms",5
"NM_2071_1_4","Occupancy rating of rooms: -1","NM_2071_1","TS053","Occupancy rating for rooms",4
"NM_2071_1_5","Occupancy rating of rooms: -2 or less","NM_2071_1","TS053","Occupancy rating for rooms",5
"NM_1552_1_0","All categories: Tenure","NM_1552_1","TS054","Tenure",0
"NM_1552_1_1","Owned: Total","NM_1552_1","TS054","Tenure",1
"NM_2072_1_0","Total: All households","NM_2072_1","TS054","Tenure",0
"NM_1552_1_2","Owned: Owned outright","NM_1552_1","TS054","Tenure",2
"NM_2072_1_1001","Owned","NM_2072_1","TS054","Tenure",1
"NM_1552_1_3","Owned: Owned with a mortgage or loan","NM_1552_1","TS054","Tenure",3
"NM_2072_1_1","Owned: Owns outright","NM_2072_1","TS054","Tenure",2
"NM_1552_1_4","Shared ownership (part owned and part rented)","NM_1552_1","TS054","Tenure",4
"NM_2072_1_2","Owned: Owns with a mortgage or loan","NM_2072_1","TS054","Tenure",3
"NM_1552_1_5","Social rented: Total","NM_1552_1","TS054","Tenure",5
"NM_2072_1_1002","Shared ownership","NM_2072_1","TS054","Tenure",4
"NM_1552_1_6","Social rented: Rented from council (Local Authority)","NM_1552_1","TS054","Tenure",6
"NM_1552_1_7","Social rented: Other social rented","NM_1552_1","TS054","Tenure",7
"NM_2072_1_1003","Social rented","NM_2072_1","TS054","Tenure",5
"NM_1552_1_8","Private rented: Total","NM_1552_1","TS054","Tenure",8
"NM_2072_1_4","Social rented: Rents from council or Local Authority","NM_2072_1","TS054","Tenure",6
"NM_1552_1_9","Private rented: Private landlord or letting agency","NM_1552_1","TS054","Tenure",9
"NM_2072_1_5","Social rented: Other social rented","NM_2072_1","TS054","Tenure",7
"NM_1552_1_10","Private rented: Employer of a household member","NM_1552_1","TS054","Tenure",10
"NM_2072_1_1004","Private rented","NM_2072_1","TS054","Tenure",8
"NM_1552_1_11","Private rented: Relative or friend of household member","NM_1552_1","TS054","Tenure",11
"NM_2072_1_6","Private rented: Private landlord or letting agency","NM_2072_1","TS054","Tenure",9
"NM_1552_1_12","Private rented: Other","NM_1552_1","TS054","Tenure",12
"NM_2072_1_7","Private rented: Other private rented","NM_2072_1","TS054","Tenure",10
"NM_1552_1_13","Living rent free","NM_1552_1","TS054","Tenure",13
"NM_2072_1_8","Lives rent free","NM_2072_1","TS054","Tenure",13
"NM_1567_1_0","All categories: Hours worked","NM_1567_1","TS059","Hours worked",0
"NM_1567_1_1","Part-time: Total","NM_1567_1","TS059","Hours worked",1
"NM_1567_1_2","Part-time: 15 hours or less worked","NM_1567_1","TS059","Hours worked",2
"NM_1567_1_3","Part-time: 16 to 30 hours worked","NM_1567_1","TS059","Hours worked",3
"NM_1567_1_4","Full-time: Total","NM_1567_1","TS059","Hours worked",4
"NM_1567_1_5","Full-time: 31 to 48 hours worked","NM_1567_1","TS059","Hours worked",5
"NM_1567_1_6","Full-time: 49 or more hours worked","NM_1567_1","TS059","Hours worked",6
"NM_2076_1_0","Total: All usual residents aged 16 years and over in employment the week before the census","NM_2076_1","TS059","Hours worked",0
"NM_2076_1_1001","Part-time","NM_2076_1","TS059","Hours worked",1
"NM_2076_1_1","Part-time: 15 hours or less worked","NM_2076_1","TS059","Hours worked",2
"NM_2076_1_2","Part-time: 16 to 30 hours worked","NM_2076_1","TS059","Hours worked",3
"NM_2076_1_1002","Full-time","NM_2076_1","TS059","Hours worked",4
"NM_2076_1_3","Full-time: 31 to 48 hours worked","NM_2076_1","TS059","Hours worked",5
"NM_2076_1_4","Full-time: 49 or more hours worked","NM_2076_1","TS059","Hours worked",6
"NM_1521_1_0","All categories: NS-SeC","NM_1521_1","TS062","NS-SeC",0
"NM_1521_1_1","1. Higher managerial, administrative and professional occupations","NM_1521_1","TS062","NS-SeC",1
"NM_1521_1_4","2. Lower managerial, administrative and professional occupations","NM_1521_1","TS062","NS-SeC",4
"NM_1521_1_5","3. Intermediate occupations","NM_1521_1","TS062","NS-SeC",5
"NM_1521_1_6","4. Small employers and own account workers","NM_1521_1","TS062","NS-SeC",6
"NM_1521_1_7","5. Lower supervisory and technical occupations","NM_1521_1","TS062","NS-SeC",7
"NM_1521_1_8","6. Semi-routine occupations","NM_1521_1","TS062","NS-SeC",8
"NM_1521_1_9","7. Routine occupations","NM_1521_1","TS062","NS-SeC",9
"NM_1521_1_10","8. Never worked and long-term unemployed","NM_1521_1","TS062","NS-SeC",10
"NM_1521_1_13","L15 Full-time students","NM_1521_1","TS062","NS-SeC",13
"NM_2079_1_0","Total: All usual residents aged 16 years and over","NM_2079_1","TS062","NS-SeC",0
"NM_2079_1_1","L1, L2 and L3 Higher managerial, administrative and professional occupations","NM_2079_1","TS062","NS-SeC",1
"NM_2079_1_2","L4, L5 and L6 Lower managerial, administrative and professional occupations","NM_2079_1","TS062","NS-SeC",4
"NM_2079_1_3","L7 Intermediate occupations","NM_2079_1","TS062","NS-SeC",5
"NM_2079_1_4","L8 and L9 Small employers and own account workers","NM_2079_1","TS062","NS-SeC",6
"NM_2079_1_5","L10 and L11 Lower supervisory and technical occupations","NM_2079_1","TS062","NS-SeC",7
"NM_2079_1_6","L12 Semi-routine occupations","NM_2079_1","TS062","NS-SeC",8
"NM_2079_1_7","L13 Routine occupations","NM_2079_1","TS062","NS-SeC",9
"NM_2079_1_8","L14.1 and L14.2 Never worked and long-term unemployed","NM_2079_1","TS062","NS-SeC",10
"NM_2079_1_9","L15 Full-time students","NM_2079_1","TS062","NS-SeC",13
"NM_1518_1_0","All categories: Occupation","NM_1518_1","TS063","Occupation",0
"NM_1518_1_1","1. Managers, directors and senior officials","NM_1518_1","TS063","Occupation",1
"NM_1518_1_2","2. Professional occupations","NM_1518_1","TS063","Occupation",2
"NM_1518_1_3","3. Associate professional and technical occupations","NM_1518_1","TS063","Occupation",3
"NM_1518_1_4","4. Administrative and secretarial occupations","NM_1518_1","TS063","Occupation",4
"NM_1518_1_5","5. Skilled trades occupations","NM_1518_1","TS063","Occupation",5
"NM_1518_1_6","6. Caring, leisure and other service occupations","NM_1518_1","TS063","Occupation",6
"NM_1518_1_7","7. Sales and customer service occupations","NM_1518_1","TS063","Occupation",7
"NM_1518_1_8","8. Process plant and machine operatives","NM_1518_1","TS063","Occupation",8
"NM_1518_1_9","9. Elementary occupations","NM_1518_1","TS063","Occupation",9
"NM_2080_1_0","Total: All usual residents aged 16 years and over in employment the week before the census","NM_2080_1","TS063","Occupation",0
"NM_2080_1_1","1. Managers, directors and senior officials","NM_2080_1","TS063","Occupation",1
"NM_2080_1_2","2. Professional occupations","NM_2080_1","TS063","Occupation",2
"NM_2080_1_3","3. Associate professional and technical occupations","NM_2080_1","TS063","Occupation",3
"NM_2080_1_4","4. Administrative and secretarial occupations","NM_2080_1","TS063","Occupation",4
"NM_2080_1_5","5. Skilled trades occupations","NM_2080_1","TS063","Occupation",5
"NM_2080_1_6","6. Caring, leisure and other service occupations","NM_2080_1","TS063","Occupation",6
"NM_2080_1_7","7. Sales and customer service occupations","NM_2080_1","TS063","Occupation",7
"NM_2080_1_8","8. Process, plant and machine operatives","NM_2080_1","TS063","Occupation",8
"NM_2080_1_9","9. Elementary occupations","NM_2080_1","TS063","Occupation",9
"NM_1565_1_0","All categories: Economic activity","NM_1565_1","TS066","Economic activity status",0
"NM_1565_1_1","Economically active: Total","NM_1565_1","TS066","Economic activity status",1
"NM_1565_1_2","Economically active: Employee: Part-time","NM_1565_1","TS066","Economic activity status",2
"NM_1565_1_3","Economically active: Employee: Full-time","NM_1565_1","TS066","Economic activity status",3
"NM_1565_1_4","Economically active: Self-employed with employees: Part-time","NM_1565_1","TS066","Economic activity status",4
"NM_1565_1_5","Economically active: Self-employed with employees: Full-time","NM_1565_1","TS066","Economic activity status",5
"NM_1565_1_6","Economically active: Self-employed without employees: Part-time","NM_1565_1","TS066","Economic activity status",6
"NM_1565_1_7","Economically active: Self-employed without employees: Full-time","NM_1565_1","TS066","Economic activity status",7
"NM_1565_1_8","Economically active: Unemployed","NM_1565_1","TS066","Economic activity status",8
"NM_1565_1_9","Economically active: Full-time student","NM_1565_1","TS066","Economic activity status",9
"NM_1565_1_10","Economically inactive: Total","NM_1565_1","TS066","Economic activity status",10
"NM_1565_1_11","Economically inactive: Retired","NM_1565_1","TS066","Economic activity status",11
"NM_1565_1_12","Economically inactive: Student (including full-time students)","NM_1565_1","TS066","Economic activity status",12
"NM_1565_1_13","Economically inactive: Looking after home or family","NM_1565_1","TS066","Economic activity status",13
"NM_1565_1_14","Economically inactive: Long-term sick or disabled","NM_1565_1","TS066","Economic activity status",14
"NM_1565_1_15","Economically inactive: Other","NM_1565_1","TS066","Economic activity status",15
"NM_2083_1_0","Total: All usual residents aged 16 years and over","NM_2083_1","TS066","Economic activity status",0
"NM_2083_1_1001","Economically active (excluding full-time students)","NM_2083_1","TS066","Economic activity status",1
"NM_2083_1_1","Economically active (excluding full-time students): In employment: Employee: Part-time","NM_2083_1","TS066","Economic activity status",2
"NM_2083_1_2","Economically active (excluding full-time students): In employment: Employee: Full-time","NM_2083_1","TS066","Economic activity status",3
"NM_2083_1_3","Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time","NM_2083_1","TS066","Economic activity status",4
"NM_2083_1_4","Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time","NM_2083_1","TS066","Economic activity status",5
"NM_2083_1_5","Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time","NM_2083_1","TS066","Economic activity status",6
"NM_2083_1_6","Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time","NM_2083_1","TS066","Economic activity status",7
"NM_2083_1_7","Economically active (excluding full-time students): Unemployed","NM_2083_1","TS066","Economic activity status",8
"NM_2083_1_1006","Economically active and a full-time student","NM_2083_1","TS066","Economic activity status",9
"NM_2083_1_1011","Economically inactive","NM_2083_1","TS066","Economic activity status",10
"NM_2083_1_15","Economically inactive: Retired","NM_2083_1","TS066","Economic activity status",11
"NM_2083_1_16","Economically inactive: Student","NM_2083_1","TS066","Economic activity status",12
"NM_2083_1_17","Economically inactive: Looking after home or family","NM_2083_1","TS066","Economic activity status",13
"NM_2083_1_18","Economically inactive: Long-term sick or disabled","NM_2083_1","TS066","Economic activity status",14
"NM_2083_1_19","Economically inactive: Other","NM_2083_1","TS066","Economic activity status",15
"NM_1564_1_0","All categories: Highest level of qualification","NM_1564_1","TS067","Highest level of qualification",0
"NM_1564_1_1","No qualifications","NM_1564_1","TS067","Highest level of qualification",1
"NM_1564_1_2","Level 1 qualifications","NM_1564_1","TS067","Highest level of qualification",2
"NM_1564_1_3","Level 2 qualifications","NM_1564_1","TS067","Highest level of qualification",3
"NM_1564_1_4","Apprenticeship","NM_1564_1","TS067","Highest level of qualification",4
"NM_1564_1_5","Level 3 qualifications","NM_1564_1","TS067","Highest level of qualification",5
"NM_1564_1_6","Level 4 qualifications and above","NM_1564_1","TS067","Highest level of qualification",6
"NM_1564_1_7","Other qualifications","NM_1564_1","TS067","Highest level of qualification",7
"NM_2084_1_0","Total: All usual residents aged 16 years and over","NM_2084_1","TS067","Highest level of qualification",0
"NM_2084_1_1","No qualifications","NM_2084_1","TS067","Highest level of qualification",1
"NM_2084_1_2","Level 1 and entry level qualifications","NM_2084_1","TS067","Highest level of qualification",2
"NM_2084_1_3","Level 2 qualifications","NM_2084_1","TS067","Highest level of qualification",3
"NM_2084_1_4","Apprenticeship","NM_2084_1","TS067","Highest level of qualification",4
"NM_2084_1_5","Level 3 qualifications","NM_2084_1","TS067","Highest level of qualification",5
"NM_2084_1_6","Level 4 qualifications or above","NM_2084_1","TS067","Highest level of qualification",6
"NM_2084_1_7","Other qualifications","NM_2084_1","TS067","Highest level of qualification",7
"NM_1533_1_0","All persons","NM_1533_1","TS068","Schoolchildren and full-time students",0
"NM_2085_1_1","Student","NM_2085_1","TS068","Schoolchildren and full-time students",0
