"Geography_Code","NM_1504_1_0","NM_1504_1_1","NM_1504_1_10","NM_1504_1_2","NM_1504_1_3","NM_1504_1_4","NM_1504_1_5","NM_1504_1_6","NM_1504_1_7","NM_1504_1_8","NM_1504_1_9"
"N00000986",214,208,0,0,0,0,0,0,5,0,1
"N00000987",367,357,1,0,3,1,1,0,3,0,1
"N00000988",146,143,0,0,1,0,0,0,0,1,1
"N00000989",262,254,1,0,0,1,0,0,3,1,2
"N00000990",274,258,6,0,3,1,0,0,3,0,3
"N00000991",269,266,0,0,1,0,0,0,0,1,1
"N00000992",462,446,8,0,2,0,0,0,2,0,4
"N00000993",236,225,1,2,4,0,0,0,3,0,1
"N00000994",928,896,1,0,0,1,0,0,18,0,12
"N00000995",195,194,0,0,1,0,0,0,0,0,0
"N00000996",383,378,0,1,2,0,1,0,0,1,0
"N00000997",271,268,0,0,1,1,0,0,1,0,0
"N00000998",304,294,0,0,4,0,0,0,3,0,3
"N00000999",227,217,0,0,2,0,0,0,6,0,2
"N00001000",307,306,0,0,1,0,0,0,0,0,0
"N00001001",296,274,2,0,3,4,0,0,3,3,7
"N00001002",796,786,2,1,2,0,0,3,0,0,2
"N00001003",218,210,2,0,5,0,0,0,0,1,0
"N00001004",303,283,0,0,4,0,0,0,13,2,1
"N00001005",258,249,1,0,5,1,0,0,0,0,2
"N00001006",527,472,3,10,1,3,1,5,23,7,2
"N00001007",595,520,6,5,7,9,0,3,21,6,18
"N00001008",245,226,4,0,3,4,0,1,5,2,0
"N00001009",188,154,1,0,4,1,0,1,19,6,2
"N00001010",334,313,1,0,1,2,0,0,7,3,7
"N00001011",374,348,3,1,0,4,0,0,11,0,7
"N00001012",353,329,0,0,4,3,0,0,12,0,5
"N00001013",242,231,0,0,1,1,0,0,5,0,4
"N00001014",239,221,1,0,2,1,0,0,12,2,0
"N00001015",416,381,0,1,2,5,1,0,20,2,4
"N00001016",262,242,3,1,1,1,0,0,7,2,5
"N00001017",323,303,0,0,2,0,3,0,9,5,1
"N00001018",288,258,2,1,3,1,4,0,8,4,7
"N00001019",205,185,0,0,1,2,0,0,11,4,2
"N00001020",171,152,7,0,1,5,0,0,1,0,5
"N00001021",239,219,0,0,1,5,7,0,6,0,1
"N00001022",604,506,7,1,5,17,1,2,42,11,12
"N00001023",220,205,0,0,0,5,0,0,8,1,1
"N00001024",346,319,1,0,5,13,0,0,2,0,6
"N00001025",297,267,1,0,2,3,2,0,19,3,0
"N00001026",236,206,0,1,1,3,0,0,19,3,3
"N00001027",395,371,2,7,5,0,1,0,2,1,6
"N00001028",261,256,1,0,0,4,0,0,0,0,0
"N00001029",699,649,1,0,10,0,4,0,8,9,18
"N00001030",514,470,1,0,0,6,12,0,4,5,16
"N00001031",372,350,1,1,7,0,0,0,1,1,11
"N00001032",185,184,1,0,0,0,0,0,0,0,0
"N00001033",129,127,0,1,0,0,0,0,0,0,1
"N00001034",344,335,1,0,2,2,0,0,0,3,1
"N00001035",284,283,0,0,1,0,0,0,0,0,0
"N00001036",391,354,0,0,4,16,1,0,0,15,1
"N00001037",368,356,0,0,5,4,0,0,1,1,1
"N00001038",726,721,0,0,4,0,0,0,1,0,0
"N00001039",387,384,0,1,0,0,0,0,2,0,0
"N00001040",271,271,0,0,0,0,0,0,0,0,0
"N00001041",190,190,0,0,0,0,0,0,0,0,0
"N00001042",664,659,0,0,1,0,0,0,2,2,0
"N00001043",206,206,0,0,0,0,0,0,0,0,0
"N00001044",303,298,0,0,1,0,0,0,3,1,0
"N00001045",274,269,0,0,1,0,0,0,4,0,0
"N00001046",307,299,7,0,1,0,0,0,0,0,0
"N00001047",314,311,0,0,2,0,0,0,0,1,0
"N00001048",331,330,1,0,0,0,0,0,0,0,0
"N00001049",330,328,1,0,0,0,0,0,0,1,0
"N00001050",335,330,0,0,1,0,0,0,0,0,4
"N00001051",371,364,0,0,0,7,0,0,0,0,0
"N00001052",180,175,0,0,0,0,0,0,0,2,3
"N00001053",355,352,0,3,0,0,0,0,0,0,0
"N00001054",341,341,0,0,0,0,0,0,0,0,0
"N00001055",350,348,0,0,1,0,0,0,0,1,0
"N00001056",355,351,1,0,1,1,1,0,0,0,0
"N00001057",326,326,0,0,0,0,0,0,0,0,0
"N00001058",349,346,0,1,0,0,0,0,1,0,1
"N00001059",320,313,4,0,2,0,0,0,0,0,1
"N00001060",256,255,0,0,1,0,0,0,0,0,0
"N00001061",341,341,0,0,0,0,0,0,0,0,0
"N00001062",354,353,0,0,1,0,0,0,0,0,0
"N00001063",306,303,1,0,0,0,0,0,2,0,0
"N00001064",632,630,1,0,0,0,0,0,1,0,0
"N00001065",326,326,0,0,0,0,0,0,0,0,0
"N00001066",275,268,0,0,0,0,0,0,4,3,0
"N00001067",278,270,1,0,2,1,0,0,0,4,0
"N00001068",336,321,0,0,4,0,0,0,4,7,0
"N00001069",327,307,1,1,8,4,0,0,5,0,1
"N00001070",518,507,0,0,4,1,0,0,2,4,0
"N00001071",318,314,0,0,2,0,0,0,1,1,0
"N00001072",320,320,0,0,0,0,0,0,0,0,0
"N00001073",283,269,4,0,0,4,0,0,0,6,0
"N00001074",240,234,3,0,1,2,0,0,0,0,0
"N00001075",308,304,1,0,1,1,0,0,0,1,0
"N00001076",272,264,4,0,0,0,0,0,0,4,0
"N00001077",229,215,0,0,3,0,0,0,0,11,0
"N00001078",257,253,1,0,1,1,0,0,0,1,0
"N00001079",829,813,0,1,1,7,2,0,0,2,3
"N00001080",324,314,0,0,1,2,0,0,0,7,0
"N00001081",412,396,0,1,2,13,0,0,0,0,0
"N00001082",431,417,0,0,5,6,0,0,0,1,2
"N00001083",436,424,0,0,1,7,0,1,0,0,3
"N00001084",447,441,0,0,1,4,0,0,0,0,1
"N00001085",1087,1062,0,0,13,2,0,0,1,3,6
"N00001086",336,322,0,0,3,7,0,0,0,1,3
"N00001087",307,298,1,0,1,3,0,0,0,0,4
"N00001088",305,295,1,0,0,4,2,0,0,0,3
"N00001089",316,301,0,0,4,9,0,0,0,1,1
"N00001090",222,215,0,0,2,0,2,0,0,3,0
"N00001091",384,377,0,0,1,3,0,3,0,0,0
"N00001092",398,397,0,0,0,0,0,0,0,0,1
"N00001093",642,631,0,0,7,0,0,0,0,0,4
"N00001094",239,233,0,0,2,0,0,0,0,0,4
"N00001095",368,358,0,0,1,8,0,0,0,0,1
"N00001096",397,393,0,0,3,0,0,0,0,1,0
"N00001097",316,315,0,0,0,0,1,0,0,0,0
"N00001098",308,307,0,0,0,0,0,0,0,0,1
"N00001099",282,278,0,0,2,0,0,0,1,1,0
"N00001100",292,290,0,0,1,0,0,0,0,1,0
"N00001101",304,304,0,0,0,0,0,0,0,0,0
"N00001102",569,565,1,0,2,0,0,0,1,0,0
"N00001103",219,217,0,0,0,0,0,0,2,0,0
"N00001104",303,301,0,0,1,0,0,0,0,0,1
"N00001105",309,300,0,0,7,0,0,0,0,1,1
"N00001106",283,282,0,0,1,0,0,0,0,0,0
"N00001107",309,304,0,0,0,0,0,0,0,2,3
"N00001108",217,210,0,0,1,4,0,0,2,0,0
"N00001109",393,389,0,0,3,0,1,0,0,0,0
"N00001110",345,340,1,0,0,0,0,0,1,3,0
"N00001111",687,667,0,0,3,12,0,0,3,2,0
"N00001112",319,310,0,0,0,4,0,0,0,5,0
"N00001113",1384,1347,2,4,7,5,0,0,5,10,4
"N00001114",319,294,0,1,1,5,0,2,0,13,3
"N00001115",222,219,0,0,0,0,0,0,0,3,0
"N00001116",497,472,0,0,7,3,0,0,4,11,0
"N00001117",728,727,0,0,0,0,0,0,0,1,0
"N00001118",305,297,1,1,0,0,0,0,1,0,5
"N00001119",176,175,0,0,1,0,0,0,0,0,0
"N00001120",213,213,0,0,0,0,0,0,0,0,0
"N00001121",235,234,0,0,0,1,0,0,0,0,0
"N00001122",176,176,0,0,0,0,0,0,0,0,0
"N00001123",186,186,0,0,0,0,0,0,0,0,0
"N00001124",568,561,0,0,4,0,0,0,2,0,1
"N00001125",413,412,0,0,0,1,0,0,0,0,0
"N00001126",242,235,0,0,3,0,0,0,2,0,2
"N00001127",639,629,1,0,3,1,0,0,5,0,0
"N00001128",251,250,0,0,0,0,0,0,0,0,1
"N00001129",450,443,0,0,1,0,0,0,5,0,1
"N00001130",179,177,0,0,0,0,0,1,0,0,1
"N00001131",1073,973,8,1,7,35,0,1,17,9,22
"N00001132",251,245,3,0,0,0,0,0,1,1,1
"N00001133",643,621,1,0,5,0,0,0,8,7,1
"N00001134",212,206,0,0,2,1,0,0,0,0,3
"N00001135",188,184,0,0,0,0,0,0,0,2,2
"N00001136",261,258,0,0,0,3,0,0,0,0,0
"N00001137",292,286,1,0,3,0,0,0,1,0,1
"N00001138",195,190,0,0,2,0,0,0,0,0,3
"N00001139",546,513,0,0,7,18,0,0,4,0,4
"N00001140",309,302,0,0,0,0,0,0,6,0,1
"N00001141",189,183,0,0,2,1,0,0,3,0,0
"N00001142",190,185,0,0,2,1,0,0,0,0,2
"N00001143",140,140,0,0,0,0,0,0,0,0,0
"N00001144",233,230,1,0,0,0,0,0,0,0,2
"N00001145",311,311,0,0,0,0,0,0,0,0,0
"N00001146",291,290,0,0,1,0,0,0,0,0,0
"N00001147",258,242,0,0,5,0,0,0,0,5,6
"N00001148",260,255,2,0,1,0,0,0,0,0,2
"N00001149",377,373,0,0,1,0,0,0,0,3,0
"N00001150",334,331,1,0,2,0,0,0,0,0,0
"N00001151",390,388,1,0,1,0,0,0,0,0,0
"N00001152",419,412,0,1,1,2,0,0,1,1,1
"N00001153",316,310,0,0,4,0,0,0,0,2,0
"N00001154",293,287,0,0,1,2,0,0,0,3,0
"N00001155",636,484,5,0,4,104,0,0,20,17,2
"N00001156",1299,1296,1,0,0,0,0,0,1,0,1
"N00001157",280,267,0,0,9,0,0,1,0,1,2
"N00001158",266,266,0,0,0,0,0,0,0,0,0
"N00001159",365,360,0,0,0,0,0,0,0,0,5
"N00001160",357,348,0,0,2,0,0,0,4,0,3
"N00001161",250,238,0,0,1,0,0,0,4,0,7
"N00001162",169,160,0,0,1,0,0,0,6,1,1
"N00001163",336,334,1,0,0,0,0,0,0,1,0
"N00001164",342,336,0,0,2,0,0,0,3,0,1
"N00001165",322,318,0,0,1,0,0,0,1,2,0
"N00001166",593,580,0,0,5,1,0,0,3,3,1
"N00001167",342,336,0,0,1,0,5,0,0,0,0
"N00001168",353,353,0,0,0,0,0,0,0,0,0
"N00001169",320,310,1,0,0,8,0,0,1,0,0
"N00001170",333,332,0,0,0,0,0,0,1,0,0
"N00001171",408,386,5,0,0,9,3,0,0,5,0
"N00001172",307,304,0,0,0,3,0,0,0,0,0
"N00001173",262,242,0,0,1,9,4,0,6,0,0
"N00001174",343,323,0,0,2,12,0,0,4,0,2
"N00001175",306,284,0,0,1,13,0,0,8,0,0
"N00001176",241,233,0,0,1,2,0,0,0,5,0
"N00001177",266,233,0,0,0,12,5,0,7,8,1
"N00001178",406,389,5,0,3,4,0,0,5,0,0
"N00001179",342,340,0,0,1,0,0,0,0,1,0
"N00001180",157,154,0,0,1,0,0,0,2,0,0
"N00001181",295,290,0,0,2,3,0,0,0,0,0
"N00001182",352,349,0,0,2,0,0,0,0,0,1
"N00001183",444,407,2,0,3,13,0,0,14,5,0
"N00001184",283,272,1,0,3,3,0,0,0,4,0
"N00001185",268,247,0,0,1,12,0,0,4,4,0
"N00001186",267,239,0,0,1,4,0,0,11,12,0
"N00001187",323,297,0,0,8,10,0,0,5,3,0
"N00001188",806,776,7,1,8,4,1,0,1,7,1
"N00001189",304,292,0,0,3,4,0,0,0,5,0
"N00001190",278,250,1,0,4,4,1,1,0,16,1
"N00001191",245,245,0,0,0,0,0,0,0,0,0
"N00001192",256,230,0,0,3,1,1,0,2,19,0
"N00001193",232,222,2,0,0,0,0,3,0,5,0
"N00001194",269,266,0,0,0,0,0,0,0,0,3
"N00001195",184,157,0,0,0,0,0,0,1,26,0
"N00001196",354,349,0,0,3,0,0,0,2,0,0
"N00001197",266,249,3,1,0,0,0,0,1,8,4
"N00001198",467,454,1,0,8,1,0,0,1,2,0
"N00001199",194,187,0,0,2,1,1,0,1,0,2
"N00001200",395,394,0,0,1,0,0,0,0,0,0
"N00001201",311,301,0,0,0,4,0,0,2,4,0
"N00001202",323,308,0,0,1,6,0,7,0,1,0
"N00001203",315,311,0,4,0,0,0,0,0,0,0
"N00001204",956,929,0,1,2,16,0,0,1,7,0
"N00001205",564,547,0,0,1,10,0,0,0,6,0
"N00001206",229,226,0,0,2,1,0,0,0,0,0
"N00001207",400,400,0,0,0,0,0,0,0,0,0
"N00001208",339,339,0,0,0,0,0,0,0,0,0
"N00001209",254,254,0,0,0,0,0,0,0,0,0
"N00001210",332,328,0,0,3,0,0,1,0,0,0
"N00001211",285,283,1,0,1,0,0,0,0,0,0
"N00001212",301,300,0,0,0,0,0,0,1,0,0
"N00001213",299,298,0,0,0,0,0,0,1,0,0
"N00001214",289,285,0,0,0,0,4,0,0,0,0
"N00001215",281,281,0,0,0,0,0,0,0,0,0
"N00001216",406,399,0,4,2,0,0,1,0,0,0
"N00001217",413,410,1,0,0,0,1,0,0,0,1
"N00001218",279,278,0,0,0,1,0,0,0,0,0
"N00001219",301,297,0,0,0,1,0,0,0,0,3
"N00001220",231,229,0,0,0,0,0,0,1,0,1
"N00001221",258,256,1,0,0,0,1,0,0,0,0
"N00001222",213,207,0,1,0,0,0,0,0,0,5
"N00001223",300,299,0,0,0,0,0,0,0,0,1
"N00001224",265,263,0,0,0,0,0,0,0,0,2
"N00001225",242,239,0,0,0,0,0,0,0,3,0
"N00001226",236,233,2,0,0,0,0,0,1,0,0
"N00001227",246,246,0,0,0,0,0,0,0,0,0
"N00001228",212,211,0,0,0,1,0,0,0,0,0
"N00001229",255,254,0,0,0,0,0,0,0,0,1
"N00001230",298,291,2,0,2,0,0,0,0,0,3
"N00001231",401,398,0,0,0,0,0,0,0,2,1
"N00001232",375,375,0,0,0,0,0,0,0,0,0
"N00001233",421,416,3,0,0,1,0,0,0,0,1
"N00001234",351,345,0,2,0,3,0,0,0,1,0
"N00001235",953,949,0,0,0,0,0,0,0,3,1
"N00001236",372,367,0,0,5,0,0,0,0,0,0
"N00001237",289,288,0,0,1,0,0,0,0,0,0
"N00001238",297,291,0,1,3,0,0,0,0,0,2
"N00001239",313,313,0,0,0,0,0,0,0,0,0
"N00001240",1095,1088,2,1,2,0,0,1,1,0,0
"N00001241",352,350,0,0,1,0,0,0,0,1,0
"N00001242",335,334,0,0,0,0,0,0,0,0,1
"N00001243",275,275,0,0,0,0,0,0,0,0,0
"N00001244",335,334,0,0,0,0,0,0,0,0,1
"N00001245",334,331,0,1,1,0,0,0,0,1,0
"N00001246",608,594,1,0,1,2,0,0,5,0,5
"N00001247",245,239,0,0,4,1,0,0,1,0,0
"N00001248",430,429,0,0,1,0,0,0,0,0,0
"N00001249",403,399,1,0,1,0,0,0,1,1,0
"N00001250",463,458,1,0,2,0,0,0,2,0,0
"N00001251",327,305,1,0,0,0,0,0,0,21,0
"N00001252",321,303,2,0,7,0,0,0,0,4,5
"N00001253",233,220,0,0,0,0,0,0,0,13,0
"N00001254",314,313,0,0,0,0,0,0,1,0,0
"N00001255",276,273,0,0,0,1,0,0,0,1,1
"N00001256",262,261,0,0,1,0,0,0,0,0,0
"N00001257",233,230,0,0,0,0,0,0,1,2,0
"N00001258",250,245,0,0,0,0,0,0,0,0,5
"N00001259",285,274,0,0,1,0,0,0,0,10,0
"N00001260",363,354,1,0,6,0,0,0,0,0,2
"N00001261",249,248,0,0,0,0,1,0,0,0,0
"N00001262",389,387,0,0,1,0,0,0,0,1,0
"N00001263",289,282,0,0,0,0,0,0,6,0,1
"N00001264",204,202,0,0,0,1,0,1,0,0,0
"N00001265",971,799,0,6,5,135,5,1,6,7,7
"N00001266",188,188,0,0,0,0,0,0,0,0,0
"N00001267",322,315,0,0,4,1,0,0,0,2,0
"N00001268",283,283,0,0,0,0,0,0,0,0,0
"N00001269",522,482,0,0,11,17,2,0,3,0,7
"N00001270",278,268,0,0,0,7,0,0,1,2,0
"N00001271",1514,1426,0,0,7,39,0,3,10,11,18
"N00001272",222,204,0,0,6,1,1,0,0,5,5
"N00001273",221,215,0,0,0,5,0,0,1,0,0
"N00001274",238,237,0,0,1,0,0,0,0,0,0
"N00001275",210,210,0,0,0,0,0,0,0,0,0
"N00001276",218,217,0,0,0,0,0,0,1,0,0
"N00001277",266,257,1,0,1,0,0,1,4,2,0
"N00001278",291,284,0,0,1,0,0,0,5,0,1
"N00001279",168,163,0,0,2,1,0,0,2,0,0
"N00001280",213,210,0,0,0,0,0,0,2,0,1
"N00001281",334,329,1,0,0,0,0,0,4,0,0
"N00001282",330,320,0,1,2,0,0,0,5,1,1
"N00001283",338,333,0,0,3,0,0,0,1,1,0
"N00001284",352,341,1,1,1,1,0,0,7,0,0
"N00001285",331,327,1,0,1,0,1,0,0,1,0
"N00001286",348,348,0,0,0,0,0,0,0,0,0
"N00001287",295,293,0,0,1,0,0,0,0,0,1
"N00001288",289,288,0,0,1,0,0,0,0,0,0
"N00001289",288,285,2,0,1,0,0,0,0,0,0
"N00001290",318,312,1,0,0,0,0,0,0,5,0
"N00001291",344,338,0,0,0,0,0,0,0,0,6
"N00001292",878,868,0,1,6,0,0,1,0,0,2
"N00001293",358,358,0,0,0,0,0,0,0,0,0
"N00001294",335,332,0,0,0,0,0,0,0,0,3
"N00001295",312,311,1,0,0,0,0,0,0,0,0
"N00001296",273,272,0,0,0,0,0,0,0,1,0
"N00001297",384,377,0,0,2,3,0,0,0,1,1
"N00001298",394,375,0,0,8,2,0,0,0,2,7
"N00001299",319,318,0,0,1,0,0,0,0,0,0
"N00001300",287,287,0,0,0,0,0,0,0,0,0
"N00001301",375,370,0,0,0,4,0,0,0,0,1
"N00001302",745,741,0,0,1,0,0,0,1,2,0
"N00001303",333,327,0,1,0,3,0,0,0,2,0
"N00001304",322,322,0,0,0,0,0,0,0,0,0
"N00001305",325,323,0,0,0,0,0,0,0,2,0
"N00001306",214,210,0,0,1,0,0,0,0,1,2
"N00001307",321,321,0,0,0,0,0,0,0,0,0
"N00001308",486,461,0,0,4,0,0,0,6,10,5
"N00001309",368,351,1,0,10,4,0,0,0,2,0
"N00001310",981,943,0,0,3,17,3,0,8,5,2
"N00001311",326,309,0,0,0,0,0,0,0,4,13
"N00001312",654,625,2,1,5,10,0,0,0,11,0
"N00001313",417,355,1,0,8,18,0,0,0,35,0
"N00001314",401,358,0,1,0,0,0,0,1,30,11
"N00001315",246,243,0,0,1,0,0,0,1,1,0
"N00001316",352,340,0,0,0,0,0,0,0,8,4
"N00001317",267,261,0,0,0,0,0,0,0,6,0
"N00001318",287,273,1,1,4,0,3,0,0,0,5
"N00001319",285,281,0,0,0,4,0,0,0,0,0
"N00001320",253,252,0,0,1,0,0,0,0,0,0
"N00001321",274,270,0,1,2,0,0,0,0,1,0
"N00001322",274,270,0,0,2,0,0,0,1,1,0
"N00001323",295,291,0,0,2,0,0,0,1,0,1
"N00001324",243,233,0,0,0,0,0,0,0,9,1
"N00001325",1263,1211,6,1,12,12,0,0,7,8,6
"N00001326",360,345,1,0,6,5,0,0,1,1,1
"N00001327",328,317,5,0,5,1,0,0,0,0,0
"N00001328",1036,980,1,0,18,10,0,1,9,8,9
"N00001329",281,272,0,0,2,0,0,0,5,0,2
"N00001330",322,316,0,0,1,1,0,0,2,1,1
"N00001331",274,272,0,0,2,0,0,0,0,0,0
"N00001332",186,175,1,1,2,3,0,0,2,2,0
"N00001333",337,323,0,1,2,1,0,0,4,6,0
"N00001334",354,316,2,0,2,9,0,0,24,1,0
"N00001335",194,182,0,0,3,2,0,0,5,1,1
"N00001336",318,306,1,0,2,0,3,0,0,3,3
"N00001337",302,287,0,0,4,1,0,0,1,9,0
"N00001338",303,272,0,0,5,4,0,0,0,22,0
"N00001339",370,324,3,0,0,8,0,0,0,33,2
"N00001340",779,701,7,0,3,26,0,0,3,27,12
"N00001341",329,328,0,0,0,0,0,0,0,0,1
"N00001342",388,388,0,0,0,0,0,0,0,0,0
"N00001343",293,289,2,0,1,0,0,0,0,0,1
"N00001344",330,328,0,0,2,0,0,0,0,0,0
"N00001345",250,249,0,0,0,0,0,0,0,0,1
"N00001346",820,779,2,2,3,16,0,0,8,7,3
"N00001347",513,503,5,1,0,2,1,0,0,1,0
"N00001348",304,293,0,0,1,7,0,0,2,0,1
"N00001349",248,234,1,1,0,6,0,0,2,4,0
"N00001350",919,904,1,4,1,8,0,0,0,1,0
"N00001351",390,386,0,0,0,0,0,0,3,0,1
"N00001352",303,292,1,1,0,6,0,0,0,1,2
"N00001353",358,354,0,0,0,1,0,0,1,0,2
"N00001354",756,736,6,5,2,3,1,0,0,2,1
"N00001355",287,281,0,1,0,5,0,0,0,0,0
"N00001356",280,276,2,0,1,0,0,0,0,1,0
"N00001357",155,155,0,0,0,0,0,0,0,0,0
"N00001358",344,339,3,0,0,0,0,0,0,0,2
"N00001359",294,290,0,0,1,1,0,0,0,0,2
"N00001360",276,261,0,1,1,3,5,1,0,1,3
"N00001361",295,285,0,0,0,0,0,0,4,0,6
"N00001362",293,293,0,0,0,0,0,0,0,0,0
"N00001363",263,262,0,0,0,0,0,0,0,1,0
"N00001364",539,518,1,0,4,0,0,1,14,1,0
"N00001365",387,382,0,0,0,0,0,0,4,0,1
"N00001366",252,246,0,0,2,3,0,0,0,0,1
"N00001367",353,349,0,0,0,0,0,0,4,0,0
"N00001368",295,294,0,0,1,0,0,0,0,0,0
"N00001369",365,357,1,0,5,0,1,0,1,0,0
"N00001370",369,368,0,0,0,0,0,0,0,1,0
"N00001371",313,312,0,0,0,0,0,0,1,0,0
"N00001372",584,572,1,0,1,3,0,0,7,0,0
"N00001373",293,291,0,0,1,0,0,0,0,0,1
"N00001374",297,293,0,0,2,0,0,0,0,1,1
"N00001375",338,331,2,0,4,0,0,0,0,1,0
"N00001376",191,182,0,0,1,3,0,0,4,0,1
"N00001377",276,276,0,0,0,0,0,0,0,0,0
"N00001378",258,256,1,0,1,0,0,0,0,0,0
"N00001379",246,246,0,0,0,0,0,0,0,0,0
"N00001380",381,371,0,0,5,0,0,0,1,0,4
"N00001381",395,377,4,0,3,2,0,3,1,1,4
"N00001382",316,310,1,0,2,0,0,0,0,3,0
"N00001383",344,343,0,1,0,0,0,0,0,0,0
"N00001384",287,281,0,0,1,4,0,0,0,1,0
"N00001385",359,351,0,0,1,0,0,0,1,6,0
"N00001386",532,520,2,0,5,2,2,0,0,0,1
"N00001387",263,250,3,0,3,5,0,0,1,1,0
"N00001388",270,262,0,1,3,0,0,0,0,0,4
"N00001389",188,181,1,0,2,2,0,0,0,1,1
"N00001390",287,287,0,0,0,0,0,0,0,0,0
"N00001391",286,275,1,0,3,2,0,0,0,0,5
"N00001392",263,255,0,0,5,0,0,0,1,1,1
"N00001393",269,266,0,0,1,0,0,0,1,0,1
"N00001394",284,279,0,0,3,0,0,0,1,1,0
"N00001395",277,273,0,0,1,1,0,0,1,0,1
"N00001396",607,587,1,1,3,5,0,0,1,4,5
"N00001397",183,178,0,0,3,0,0,0,0,1,1
"N00001398",250,246,0,0,0,4,0,0,0,0,0
"N00001399",889,870,0,0,2,2,0,0,9,6,0
"N00001400",330,325,5,0,0,0,0,0,0,0,0
"N00001401",851,780,1,1,8,7,0,0,42,11,1
"N00001402",652,627,0,0,2,11,1,0,9,0,2
"N00001403",377,358,3,0,0,3,0,0,12,0,1
"N00001404",706,669,2,5,4,0,1,0,8,1,16
"N00001405",235,233,0,0,0,0,0,0,1,0,1
"N00001406",216,213,0,0,2,1,0,0,0,0,0
"N00001407",256,250,1,0,2,3,0,0,0,0,0
"N00001408",467,460,0,0,4,0,0,0,1,2,0
"N00001409",292,283,3,0,4,1,0,0,0,1,0
"N00001410",294,286,0,0,2,0,0,0,4,0,2
"N00001411",280,274,1,0,1,0,1,1,1,1,0
"N00001412",164,158,0,1,1,0,0,0,2,0,2
"N00001413",277,271,0,0,0,5,0,0,1,0,0
"N00001414",278,273,0,0,0,0,0,0,4,0,1
"N00001415",275,272,0,0,1,0,0,0,1,0,1
"N00001416",947,644,4,0,1,261,1,0,25,8,3
"N00001417",277,271,1,0,4,0,0,0,0,0,1
"N00001418",662,595,0,0,0,46,0,0,9,6,6
"N00001419",248,235,0,0,0,11,0,0,0,0,2
"N00001420",243,211,1,0,6,3,0,0,16,0,6
"N00001421",1333,1151,5,0,16,41,0,0,70,43,7
"N00001422",200,171,1,0,0,0,0,0,24,0,4
"N00001423",445,391,0,0,0,0,0,0,51,3,0
"N00001424",223,202,1,0,0,0,0,6,5,7,2
"N00001425",267,234,0,0,4,0,0,0,25,1,3
"N00001426",229,221,3,0,2,0,0,0,2,0,1
"N00001427",251,251,0,0,0,0,0,0,0,0,0
"N00001428",279,277,1,0,0,0,0,0,0,0,1
"N00001429",1073,937,10,0,10,23,0,4,34,49,6
"N00001430",262,258,2,0,0,0,0,0,2,0,0
"N00001431",326,326,0,0,0,0,0,0,0,0,0
"N00001432",281,281,0,0,0,0,0,0,0,0,0
"N00001433",254,247,0,0,0,0,0,1,5,0,1
"N00001434",302,301,0,0,0,0,0,0,0,0,1
"N00001435",233,233,0,0,0,0,0,0,0,0,0
"N00001436",301,298,1,1,0,1,0,0,0,0,0
"N00001437",201,201,0,0,0,0,0,0,0,0,0
"N00001438",291,283,0,0,3,0,0,0,0,5,0
"N00001439",270,249,1,1,1,0,0,0,16,0,2
"N00001440",251,246,0,0,2,0,0,0,2,1,0
"N00001441",282,266,1,0,7,1,0,0,0,6,1
"N00001442",347,344,1,0,2,0,0,0,0,0,0
"N00001443",209,207,0,0,1,0,0,0,1,0,0
"N00001444",268,268,0,0,0,0,0,0,0,0,0
"N00001445",371,368,0,0,2,0,0,0,0,1,0
"N00001446",304,304,0,0,0,0,0,0,0,0,0
"N00001447",315,306,0,0,2,0,0,0,3,3,1
"N00001448",350,350,0,0,0,0,0,0,0,0,0
"N00001449",323,317,1,0,0,0,0,0,1,0,4
"N00001450",263,260,2,0,0,0,1,0,0,0,0
"N00001451",248,239,0,0,0,1,0,8,0,0,0
"N00001452",324,323,0,0,0,0,0,0,0,0,1
"N00001453",372,368,1,0,3,0,0,0,0,0,0
"N00001454",319,316,0,0,0,2,0,0,0,0,1
"N00001455",261,261,0,0,0,0,0,0,0,0,0
"N00001456",334,331,0,0,0,0,0,0,3,0,0
"N00001457",318,313,0,0,0,1,0,4,0,0,0
"N00001458",376,370,3,0,0,0,0,0,0,3,0
"N00001459",471,412,1,0,2,1,0,0,50,4,1
"N00001460",599,587,2,0,6,4,0,0,0,0,0
"N00001461",317,307,0,1,0,0,4,0,5,0,0
"N00001462",357,343,2,0,2,4,0,0,5,0,1
"N00001463",385,380,0,0,1,3,0,0,1,0,0
"N00001464",345,305,4,0,6,5,0,4,14,7,0
"N00001465",422,407,3,0,0,3,9,0,0,0,0
"N00001466",280,259,1,5,2,0,3,0,5,3,2
"N00001467",1504,1361,7,1,16,5,4,1,73,29,7
"N00001468",283,265,0,0,0,2,0,0,8,0,8
"N00001469",246,230,0,0,2,6,0,2,3,0,3
"N00001470",348,332,0,0,1,0,0,0,13,0,2
"N00001471",493,480,0,0,1,1,0,0,7,0,4
"N00001472",891,862,1,0,8,11,4,0,0,3,2
"N00001473",426,390,4,0,7,7,0,5,9,4,0
"N00001474",347,337,0,0,0,4,0,0,5,0,1
"N00001475",302,285,0,1,2,10,0,0,2,0,2
"N00001476",277,254,1,0,10,0,0,0,5,7,0
"N00001477",271,252,5,0,4,1,0,3,2,3,1
"N00001478",301,275,0,0,2,7,0,0,16,1,0
"N00001479",344,324,1,0,1,10,0,0,8,0,0
"N00001480",477,470,0,0,3,1,1,0,0,0,2
